"NUM_CNPJ_CPF","NOM_FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DAT_NOTA_FISCAL","VLR_NOTA","CATEGORIA","LOCAL ","UF LOCAL DA VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"09205833000163","ANTONINO CESAR DE MORAES BATISTA E CIA LTDA","GOIANIA","GO","2237",21/05/2014,11340,"FORNECIMENTO DE ALIMENTAÇÃO","GOIÂNIA","GO",19/05/2014,21/05/2014,"Participar da Abertura do 86º Encontro Nacional da Industria da Construção-ENIC."
"09205833000163","ANTONINO CESAR DE MORAES BATISTA E CIA LTDA","GOIANIA","GO","2238",21/05/2014,5670,"FORNECIMENTO DE ALIMENTAÇÃO","ANÁPOLIS","GO",19/05/2014,22/05/2014,"Cerimônia de Inauguração da Ferrovia Norte Sul, Trecho Palmas/Anápolis."
"03122626000169","RESTAURANTE BARRIGA CHEIA LTDA","ANÁPOLIS","GO","18714",22/05/2014,"2686,5","FORNECIMENTO DE ALIMENTAÇÃO","ANÁPOLIS","GO",19/05/2014,22/05/2014,"Cerimônia de Inauguração da Ferrovia Norte Sul, Trecho Palmas/Anápolis."
"71345441000254","CARMELL PRODUTOS FARMACEUTICOS","POÇOS DE CALDAS","MG","231513",28/05/2014,"7,5","GENEROS DE ALIMENTAÇÃO","POÇOS DE CALDAS","MG",27/05/2014,30/05/2014,"Cerimônia de entrega de 147 máquinas a municípios do Estado de Minas Gerais."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4731",28/05/2014,4700,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO BERNARDO DO CAMPO","SP",25/05/2014,28/05/2014,"Cerimônia de Comemoração dos 10 anos do Programa Brasil Sorridente e inaugu -   ração de 5 Centros de Especialidades Odontológicas (CEO).-Cerimônia de entre - ga deveículos do Programa Viver Sem Limites."
"33381286902600","SUPER MERCADO ZONA SUL S/A","RIO DE JANEIRO","RJ","80426",29/05/2014,"5,56","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",26/05/2014,01/06/2014,"Cerimônia de Inauguração do BRT Transcarioca."
"06296340000198","FARMÁCIA NOSSA DE COPACABANA","RIO DE JANEIRO","RJ","415578",29/05/2014,"3,9","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",26/05/2014,01/06/2014,"Cerimônia de Inauguração do BRT Transcarioca."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4736",29/05/2014,1140,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",25/05/2014,28/05/2014,"1-Entrega de 15 veículos adaptados do Programa Viver Sem Limites; 2- Jantar c/ a \comunidade Judaica."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4735",29/05/2014,1200,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",25/05/2014,28/05/2014,"1-Entrega de 15 veículos adaptados do Programa Viver Sem Limites; 2- Jantar c/ a \comunidade Judaica."
"04342845000116","EMPREENDIMENTOS TUDO NO ESPETO","BELO HORIZONTE","MG","424",30/05/2014,"9729,9","FORNECIMENTO DE ALIMENTAÇÃO","BELO HOIZONTE","MG",28/05/2014,30/05/2014,"Abertura do Encontro do PT/MG ( Viagem privada )"
"17321647000380","MAQUINÉ EMPREENDIMENTOS S/A","BELO HORIZONTE","MG","185812",30/05/2014,1591,"FORNECIMENTO DE ALIMENTAÇÃO","BELO HOIZONTE","MG",28/05/2014,30/05/2014,"Abertura do Encontro do PT/MG ( Viagem privada )"
"25877812000140","COMERCIAL XAPURI LTDA","BELO HORIZONTE","MG","195809",30/05/2014,499,"FORNECIMENTO DE ALIMENTAÇÃO","BELO HOIZONTE","MG",28/05/2014,30/05/2014,"Abertura do Encontro do PT/MG ( Viagem privada )"
"03456727000176","PADARIA E LANCHONETE - BIG PÃO","POÇOS DE CALDAS","MG","1664",30/05/2014,5792,"FORNECIMENTO DE ALIMENTAÇÃO","POÇOS DE CALDAS","MG",27/05/2014,30/05/2014,"Cerimônia de entrega de 147 máquinas a municípios do Estado de Minas Gerais."
"07912311000176","WESTIM HOTELARIA LTDA - ME","POÇOS DE CALDAS","MG","001",30/05/2014,5822,"FORNECIMENTO DE ALIMENTAÇÃO","POÇOS DE CALDAS","MG",27/05/2014,30/05/2014,"Cerimônia de entrega de 147 máquinas a municípios do Estado de Minas Gerais."
"42225938001121","CSB DROGARIAS S/A","RIO DE JANEIRO","RJ","606245",30/05/2014,"7,7","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",30/05/2014,01/06/2014,"Entrega de unidades hatitacionais do Programa Minha Casa Minha Vida- Solenida- de cancelada."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4758",31/05/2014,2960,"FORNECIMENTO DE ALIMENTAÇÃO","GUARULHOS","SP",29/05/2014,31/05/2014,"ATIVIDADE PRIVADA"
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","0110",01/06/2014,34200,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",26/05/2014,01/06/2014,"Cerimônia de Inauguração do BRT Transcarioca."
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","111",01/06/2014,3038,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",30/05/2014,01/06/2014,"Entrega de unidades hatitacionais do Programa Minha Casa Minha Vida- Solenida- de cancelada."
"10872652000331","REDE WINDISOR DE HOTEIS LTDA","RIO DE JANEIRO","RJ","121148",02/06/2014,"181,5","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",30/05/2014,01/06/2014,"Entrega de unidades hatitacionais do Programa Minha Casa Minha Vida- Solenida- de cancelada."
"02223966001357","ATLANTICA HOTELS INTERNACIONAL BRASIL LTDA","SÃO PAULO","SP","001052",03/06/2014,"145,97","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",25/05/2014,28/05/2014,"1-Entrega de 15 veículos adaptados do Programa Viver Sem Limites; 2- Jantar c/ a \comunidade Judaica."
"03107202000125","PASSARELA CENTER LTDA","CONCORDIA","SC","98089",04/06/2014,"4,76","GENEROS DE ALIMENTAÇÃO","CONCÓRDIA","SC",03/06/2014,06/06/2014,"Evento programado para 06/06/14, cancelado em 05/06/14, com retôrno do ES- CAV em 06/06/14."
"83688135000119","LORENO KRUTZMANN ME","CONCÓRDIA","SC","14010",04/06/2014,4,"GENEROS DE ALIMENTAÇÃO","CONCÓRDIA","SC",03/06/2014,06/06/2014,"Evento programado para 06/06/14, cancelado em 05/06/14, com retôrno do ES- CAV em 06/06/14."
"83688135000119","LORENO KRUTZMANN ME","CONCÓRDIA","SC","14012",04/06/2014,160,"FORNECIMENTO DE ALIMENTAÇÃO","CONCÓRDIA","SC",03/06/2014,06/06/2014,"Evento programado para 06/06/14, cancelado em 05/06/14, com retôrno do ES- CAV em 06/06/14."
"04342845000116","EMPREENDIMENTOS TUDO NO ESPETO","BELO HORIZONTE","MG","427",05/06/2014,945,"FORNECIMENTO DE ALIMENTAÇÃO","BELO HORIZONTE","MG",04/06/2014,08/06/2014,"Cerimônia de Inauguração do BRT de Belo  Horizonte"
"07668845000280","FERNANDO ANTONIO ZILOTTO GOMES RESTAURANTE EPP","FLORIANOPOLIS","SC","48",05/06/2014,"12548,25","FORNECIMENTO DE ALIMENTAÇÃO","FLORIANÓPOLIS","SC",03/06/2014,06/06/2014,"Formatura de 800 alunos do PROMATEC."
"03383807000220","FARMACIA E DROGARIA NORMAL LTDA","FLORIANÓPOLIS","SC","318151",05/06/2014,"17,3","GENEROS DE ALIMENTAÇÃO","FLORIANÓPOLIS","SC",03/06/2014,06/06/2014,"Formatura de 800 alunos do PROMATEC."
"00762199000276","RCD EMPREENDIMENTOS LTDA","FLORIANÓPOLIS","SC","52239",05/06/2014,210,"FORNECIMENTO DE ALIMENTAÇÃO","FLORIANÓPOLIS","SC",03/06/2014,06/06/2014,"Formatura de 800 alunos do PROMATEC."
"70021092000171","REBECA MEDEIROS OLIVEIRA DA SILVA","NATAL","RN","353035",05/06/2014,"3,82","GENEROS DE ALIMENTAÇÃO","NATAL","RN",04/06/2014,09/06/2014,"São Gonçalo do Amarante : Cerimônia de Inauguração do Aeroporto Internacional   São Gonçalo do Amarante.-Evento cancelado em 08/06/14. "
"00635032000163","00.635.032/0001-63 IRENIZE GUERRA ANDRADE","RECIFE","PE","69610",05/06/2014,"16,27","GENEROS DE ALIMENTAÇÃO","LAGUNA","SC",03/06/2014,05/06/2014,"Evento programado para 06/06/14, cancelado em 05/06/14."
"33014556088697","LOJAS AMERICANAS S/A",,"SP","058271",06/06/2014,"8,94","GENEROS DE ALIMENTAÇÃO","SANTOS","SP",11/06/2014,15/06/2014,"Cewrimônia de Inauguração do Museu Pelé"
"45543915017076","CARREFOUR COMERCIO E INDUSTRIA LTDA","BELO HORIZONTE","MG","290788",06/06/2014,"14,04","GENEROS DE ALIMENTAÇÃO","BELO HORIZONTE","MG",04/06/2014,08/06/2014,"Cerimônia de Inauguração do BRT de Belo  Horizonte"
"07668845000280","FERNANDO ANTONIO ZILOTTO GOMES RESTAURANTE EPP","FLORIANOPOLIS","SC","49",06/06/2014,750,"FORNECIMENTO DE ALIMENTAÇÃO","FLORIANÓPOLIS","SC",03/06/2014,06/06/2014,"Formatura de 800 alunos do PROMATEC."
"17256512012475","DROGARIA ARAUJO S. A.","SANTOS","SP","01026244",06/06/2014,"5,58","GENEROS DE ALIMENTAÇÃO","BELO HORIZONTE","MG",04/06/2014,08/06/2014,"Cerimônia de Inauguração do BRT de Belo  Horizonte"
"17256512012475","DROGARIA ARAUJO S. A.","SANTOS","SP","026244",06/06/2014,"5,58","GENEROS DE ALIMENTAÇÃO","BELO HORIZONTE","MG",04/06/2014,08/06/2014,"Cerimônia de Inauguração do BRT de Belo  Horizonte"
"04342845000116","EMPREENDIMENTOS TUDO NO ESPETO","BELO HORIZONTE","MG","428",07/06/2014,"8410,5","FORNECIMENTO DE ALIMENTAÇÃO","BELO HORIZONTE","MG",04/06/2014,08/06/2014,"Cerimônia de Inauguração do BRT de Belo  Horizonte"
"08860301000105","RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS","91225",07/06/2014,2640,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",03/06/2014,07/06/2014,"Porto Alegre:!-Visita às obras do Corredor Avenida Padre Cacique/Beira Rio e abertura ao tráfego do Viaduto Pinheiro Borba.2-Visita ao Centro Integrado de Co- mando e Controle.3-S.Leopoldo:Cerimônia de Inauguração da HT Micron."
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12157",07/06/2014,"21054,2","FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",03/06/2014,07/06/2014,"Porto Alegre:!-Visita às obras do Corredor Avenida Padre Cacique/Beira Rio e abertura ao tráfego do Viaduto Pinheiro Borba.2-Visita ao Centro Integrado de Co- mando e Controle.3-S.Leopoldo:Cerimônia de Inauguração da HT Micron."
"18666318000171","RIO VERMELHO PADARIA E CONVENIÊNCIA LTDA-ME","SALVADOR","BA","74",10/06/2014,5440,"FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",08/06/2014,11/06/2014,"1-ENTRADA EM OPERAÇÃO DO TRECHO LAPA - RETIRO DA LINHA 1 DO SISTEMA METROVIARIO DE SALVADOR E LAURO DE FREITAS, 2- VISITA AO CENTRO INTEGRADO DE MANUFATURA E TECNOLOGIA - SENAI/CIMATEC"
"97422620006787","BOMPREÇO BAHIA SUPERMERCADOS LTDA.","SALVADOR","BA","484199",10/06/2014,"6,36","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",08/06/2014,11/06/2014,"1-ENTRADA EM OPERAÇÃO DO TRECHO LAPA - RETIRO DA LINHA 1 DO SISTEMA METROVIARIO DE SALVADOR E LAURO DE FREITAS, 2- VISITA AO CENTRO INTEGRADO DE MANUFATURA E TECNOLOGIA - SENAI/CIMATEC"
"08985370000137","SILVA & BORBA RESTAURANTE LTDA","RECIFE","PE","293125",11/06/2014,1700,"FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",09/06/2014,13/06/2014,"ESCAV 1-a) Visita às obras de abertura da Pista Oeste do Corredor Via Mangue  b) Cerimônia de Formatura de Alunos do PROMATEC. ESCAV 2-a) Visita ao Termi- nal Cosme e Damião; b) Encontro Estadual do Partido dos Trabalhadores/PE."
"01152787000170","SALEN'S RESTAURANTES LTDA","SÃO PAULO","SP","029851",11/06/2014,459,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/06/2014,12/06/2014,"Abertura da Copa do Mundo da FIFA/2014 :- Brasil X Croácia."
"70021092000171","REBECA MEDEIROS OLIVEIRA DA SILVA","NATAL","RN","1141",12/06/2014,1470,"FORNECIMENTO DE ALIMENTAÇÃO","NATAL","RN",04/06/2014,09/06/2014,"São Gonçalo do Amarante : Cerimônia de Inauguração do Aeroporto Internacional   São Gonçalo do Amarante.-Evento cancelado em 08/06/14. "
"09368836000118","PÊNTOLA COMERCIO DE ALIMENTOS LTDA","SAO PAULO","SP","1110",12/06/2014,"370,7","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/06/2014,12/06/2014,"Abertura da Copa do Mundo da FIFA/2014 :- Brasil X Croácia."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","004832",12/06/2014,600,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/06/2014,12/06/2014,"Abertura da Copa do Mundo da FIFA/2014 :- Brasil X Croácia."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4831",12/06/2014,13400,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/06/2014,12/06/2014,"Abertura da Copa do Mundo da FIFA/2014 :- Brasil X Croácia."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4833",12/06/2014,20,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/06/2014,12/06/2014,"Abertura da Copa do Mundo da FIFA/2014 :- Brasil X Croácia."
"02178017000169","SANFERNANDO ALIMENTOS LTDA","RECIFE","PE","711",13/06/2014,5120,"FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",09/06/2014,13/06/2014,"ESCAV 1-a) Visita às obras de abertura da Pista Oeste do Corredor Via Mangue  b) Cerimônia de Formatura de Alunos do PROMATEC. ESCAV 2-a) Visita ao Termi- nal Cosme e Damião; b) Encontro Estadual do Partido dos Trabalhadores/PE."
"02178017000169","SANFERNANDO ALIMENTOS LTDA","RECIFE","PE","709",13/06/2014,"8,31","GENEROS DE ALIMENTAÇÃO","RECIFE","PE",09/06/2014,13/06/2014,"ESCAV 1-a) Visita às obras de abertura da Pista Oeste do Corredor Via Mangue  b) Cerimônia de Formatura de Alunos do PROMATEC. ESCAV 2-a) Visita ao Termi- nal Cosme e Damião; b) Encontro Estadual do Partido dos Trabalhadores/PE."
"08985370000137","SILVA & BORBA RESTAURANTE LTDA","RECIFE","PE","293847",13/06/2014,"601,45","FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",09/06/2014,13/06/2014,"ESCAV 1-a) Visita às obras de abertura da Pista Oeste do Corredor Via Mangue  b) Cerimônia de Formatura de Alunos do PROMATEC. ESCAV 2-a) Visita ao Termi- nal Cosme e Damião; b) Encontro Estadual do Partido dos Trabalhadores/PE."
"02178017000169","SANFERNANDO ALIMENTOS LTDA","RECIFE","PE","708",13/06/2014,"16,62","GENEROS DE ALIMENTAÇÃO","RECIFE","PE",09/06/2014,13/06/2014,"ESCAV 1-a) Visita às obras de abertura da Pista Oeste do Corredor Via Mangue  b) Cerimônia de Formatura de Alunos do PROMATEC. ESCAV 2-a) Visita ao Termi- nal Cosme e Damião; b) Encontro Estadual do Partido dos Trabalhadores/PE."
"02178017000169","SANFERNANDO ALIMENTOS LTDA","RECIFE","PE","710",13/06/2014,7520,"FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",09/06/2014,13/06/2014,"ESCAV 1-a) Visita às obras de abertura da Pista Oeste do Corredor Via Mangue  b) Cerimônia de Formatura de Alunos do PROMATEC. ESCAV 2-a) Visita ao Termi- nal Cosme e Damião; b) Encontro Estadual do Partido dos Trabalhadores/PE."
"03716854000167","SIMEONI & SIMEONI LTDA - ME","SANTOS","SP","5018",13/06/2014,4,"GENEROS DE ALIMENTAÇÃO","SANTOS","SP",11/06/2014,15/06/2014,"Cewrimônia de Inauguração do Museu Pelé"
"17759859000181","SEFM DROGARIA LTDA","SANTOS","SP","040966",13/06/2014,"8,65","GENEROS DE ALIMENTAÇÃO","SANTOS","SP",11/06/2014,15/06/2014,"Cewrimônia de Inauguração do Museu Pelé"
"48696371000186","PANIFICADORA LA PLAGE LTDA","GUARUJÁ","SP","267",14/06/2014,145,"FORNECIMENTO DE ALIMENTAÇÃO","SANTOS","SP",11/06/2014,15/06/2014,"Cewrimônia de Inauguração do Museu Pelé"
"48696371000186","PANIFICADORA LA PLAGE LTDA","GUARUJÁ","SP","266",14/06/2014,3625,"FORNECIMENTO DE ALIMENTAÇÃO","SANTOS","SP",11/06/2014,15/06/2014,"Cewrimônia de Inauguração do Museu Pelé"
"48696371000186","PANIFICADORA LA PLAGE LTDA","GUARUJÁ","SP","317243",14/06/2014,10,"GENEROS DE ALIMENTAÇÃO","SANTOS","SP",11/06/2014,15/06/2014,"Cewrimônia de Inauguração do Museu Pelé"
"02873046000140","D&A ALEMÃOZINHO RESTAURANTE LTDA","SÃO PAULO","SP","9968",15/06/2014,"4335,75","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",11/06/2014,15/06/2014,"Agenda Privada"
"08509080000117","MAF DE MEDEIROS - ME","MACAPA","AP","167",23/06/2014,"5608,5","FORNECIMENTO DE ALIMENTAÇÃO","MACAPA","AM",17/06/2014,23/06/2014,"cerimonia  de entrega  de 2.148 unidades habitacionais do residencialMacapaba"
"47508411164850","CIA BRASILEIRA DE DISTRIBUIÇÃO","SANTOS","SP","192456",24/06/2014,10,"GENEROS DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"48696371000186","PANIFICADORA LA PLAGE LTDA","GUARUJÁ","SP","269",25/06/2014,"9062,5","FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","124738",25/06/2014,"1230,82","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",24/06/2014,27/06/2014,"CONVENÇÃO NACIONAL DO PTB E CONVENÇÃO ESTADUAL DO PT/BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","124732",25/06/2014,"2445,72","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",24/06/2014,27/06/2014,"CONVENÇÃO NACIONAL DO PTB E CONVENÇÃO ESTADUAL DO PT/BA"
"07683000000182","BAR E RESTAURANTE JEREMOABO LTDA - ME","SANTOS","SP","7952",25/06/2014,162,"FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4865",25/06/2014,20,"GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",24/06/2014,26/06/2014,"Cerimonia de anuncios de investimentos em mobilidade urbana e obras contra enchente"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4864",25/06/2014,4760,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",24/06/2014,26/06/2014,"Cerimonia de anuncios de investimentos em mobilidade urbana e obras contra enchente"
"06039862000104","RESTAURANTE PÃO DE QUEIJO","RIO BRANCO","AC","22578",27/06/2014,629,"FORNECIMENTO DE ALIMENTAÇÃO","RIO BRANCO","AC",25/06/2014,29/06/2014,"entrega de 409 unidades habitacionais do residencial Cidade do Povo"
"33156639000110","FARMÁCIA DO LEME LTDA","RIO DE JANEIRO","RJ","284500",29/06/2014,"10,3","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"33473059000156","PANIFICAÇÃO E CONFEITARIA ATLANTICA LTDA","RIO DE JANEIRO","RJ","089510",29/06/2014,12,"GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"33082702000110","CAFÉ E BAR FAFENSE LTDA","RIO DE JANEIRO","RJ","10209",30/06/2014,750,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"10348318000383","WINDSOR ADMINISTRACAO DE HOTEIS E SERVIÇOS LTDA","RIO DE JANEIRO","RJ","016854",30/06/2014,"59,4","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"08079151000199","TRIGO COM.E IND.DE PANIFICAÇÃO LTDA EPP",,"ES","2266",01/07/2014,13050,"FORNECIMENTO DE ALIMENTAÇÃO","VITORIA","ES",29/07/2014,02/06/2014,"Formatura alunos PRONATEC"
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","0112",01/07/2014,19950,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"33082702000110","CAFÉ E BAR FAFENSE LTDA","RIO DE JANEIRO","RJ","10204",01/07/2014,150,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","0113",01/07/2014,2461,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","115",01/07/2014,342,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","114",01/07/2014,8330,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"08935687000169","PASTELARIA BARROS LTDA  - ME","VITORIA","ES","33947",01/07/2014,154,"FORNECIMENTO DE ALIMENTAÇÃO","VILA VELHA","ES",29/06/2014,02/07/2014,"Cerimonia de entrega de 496 unidades habitacionais do Residencial Vila Velha - 1 etapa Minha Casa Minha Vida"
"08935687000169","PASTELARIA BARROS LTDA  - ME","VITORIA","ES","33948",01/07/2014,484,"FORNECIMENTO DE ALIMENTAÇÃO","VITORIA","ES",29/07/2014,02/06/2014,"Formatura alunos PRONATEC"
"14448769000181","JOACYR DE LACERDA FAFÁ JUNIOR","VITORIA","DF","0375",01/07/2014,"13,5","GENEROS DE ALIMENTAÇÃO","VITORIA","ES",29/07/2014,02/06/2014,"Formatura alunos PRONATEC"
"10872652000331","REDE WINDISOR DE HOTEIS LTDA","RIO DE JANEIRO","RJ","00123578",02/07/2014,"524,7","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",25/06/2014,30/06/2014,
"16684662000168","LOJA DE CONVENIENCIA ESCOLA LTDA EPP","VITORIA","ES","207894",02/07/2014,20,"GENEROS DE ALIMENTAÇÃO","VITORIA","ES",29/07/2014,02/06/2014,"Formatura alunos PRONATEC"
"08935687000169","PASTELARIA BARROS LTDA  - ME","VITORIA","ES","33968",02/07/2014,484,"FORNECIMENTO DE ALIMENTAÇÃO","VITORIA","ES",29/07/2014,02/06/2014,"Formatura alunos PRONATEC"
"78081742000186","JAVORSKI & CIA LTDA","CURITIBA","PR","6879",03/07/2014,10200,"FORNECIMENTO DE ALIMENTAÇÃO","CURITIBA","PR",30/06/2014,03/07/2014,"entrega de 480 unidades habitacionais dos residenciais imbuia II e III e Aroeira IV, V e VI"
"07714947000103","M. F. DA SILVA SERVIÇOS EM ALIMENTAÇÃO","SÃO JOSÉ DOS PINHAIS","PR","10143",03/07/2014,930,"FORNECIMENTO DE ALIMENTAÇÃO","CURITIBA","PR",30/06/2014,03/07/2014,"entrega de 480 unidades habitacionais dos residenciais imbuia II e III e Aroeira IV, V e VI"
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12162",04/07/2014,16,"GENEROS DE ALIMENTAÇÃO","PORTO ALEGRE","RS",01/07/2014,04/07/2014,"CERIMÔNIA DE INAUGURAÇÃO DO HOSPITAL DA RESTINGA E EXTREMO-SUL"
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12162",04/07/2014,"8656,5","FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",01/07/2014,04/07/2014,"CERIMÔNIA DE INAUGURAÇÃO DO HOSPITAL DA RESTINGA E EXTREMO-SUL"
"08860301000105","RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS","092354",04/07/2014,2500,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",01/07/2014,04/07/2014,"CERIMÔNIA DE INAUGURAÇÃO DO HOSPITAL DA RESTINGA E EXTREMO-SUL"
"00265064000114","IRAN MEDEIROS DA COSTA - EPP","FORTALEZA","CE","086570",11/07/2014,4063,"FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"07236524000206","J NETO E CIA LTDA","FORTALEZA","CE","851123",12/07/2014,4,"GENEROS DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"12140073000168","AMANDA COMÉRCIO DE PÃES LTDA - EPP","FORTALEZA","CE","3142",12/07/2014,"50734,33","FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"00265064000114","IRAN MEDEIROS DA COSTA - EPP","FORTALEZA","CE","086639",12/07/2014,2924,"FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/07/2014,15/07/2014,"PARTICIPAR DA VI CÚPULA DO BRICS"
"06626253038477","EMPREENDIMENTOS PAGUE MENOS S/A","NITERÓI","RJ","66544",12/07/2014,"12,84","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",08/07/2014,13/07/2014,"ALMOÇO OFERECIDO A CHEFES DE ESTADO  E PARTICIPAÇÃO NA FINAL DA COPA DO MUNDO E CERIMONIA DE PREMIAÇÃO DA COPA DO MUNDO FIFA 2014."
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","117",13/07/2014,19057,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",08/07/2014,13/07/2014,"ALMOÇO OFERECIDO A CHEFES DE ESTADO  E PARTICIPAÇÃO NA FINAL DA COPA DO MUNDO E CERIMONIA DE PREMIAÇÃO DA COPA DO MUNDO FIFA 2014."
